symbol	gene	FDR_3	logFC_3	FDR_6	logFC_6	FDR_12	logFC_12	FDR_24	logFC_24	FDR_48	logFC_48	biotype
DHX34	ENSG00000134815.18	0.8145427467950414	0.2994801956089513	0.5610084623739001	0.11072003039982228	0.9897852060273097	0.0028583426539302986	0.9328646270730926	-0.02339011048709826	0.3161612282190448	-0.1454396503079888	protein_coding
RP11-611O2.3	ENSG00000256664.1	0.8154613763714356	0.5684558430673929	0.9824069057333022	-0.015590992974031947	0.3240837272873746	0.3747109670360478	0.47616601748729476	-0.3082363106558997	0.04159437795377725	-0.6026756473111333	processed_pseudogene
TXLNG	ENSG00000086712.12	0.8154613763714356	0.2134042014927785	2.2128989644806563e-21	0.9480451959816638	1.8000146857077686e-43	1.2516930060329539	7.541049937707472e-35	1.185235234170989	1.1792799752524726e-127	2.1414706013483893	protein_coding
FAM155B	ENSG00000130054.4	0.8154613763714356	0.7045050610121947	0.11522171969063964	0.7163362452308039	0.0037212830431311893	1.0554450573946446	0.29469187200302854	0.4391858114003764	0.39780546407106965	0.3425339538238369	protein_coding
CLMN	ENSG00000165959.11	0.8154613763714356	-0.3430412039722363	0.615159136977571	-0.15783684060063594	0.028349623707802335	0.38879762703789356	0.26566818205624093	0.2733835963073662	0.21244424056519806	0.2489732385057921	protein_coding
C19orf48	ENSG00000167747.13	0.8154613763714356	0.2380111896402688	0.024011387567412307	0.3033427800617314	0.017491090139439024	0.21399050346165066	0.06772100651644003	0.174408868078841	0.3797104025639949	-0.10849724813442548	protein_coding
PFKFB2	ENSG00000123836.14	0.8154613763714356	0.30477490047064604	0.9244516725313208	-0.025116307697732723	0.18661298143722854	0.1999637285755928	0.9882962185647819	0.003201937306926206	1.325572210641121e-4	0.685798715363939	protein_coding
TRNP1	ENSG00000253368.3	0.8154613763714356	-0.20039315537126978	0.8309955076794238	0.038336502853654086	1.4086370056421956e-7	0.459278451871315	0.266415350909612	0.11844730208957706	0.8717403877236114	0.022093494524760223	protein_coding
BRPF3	ENSG00000096070.19	0.8163930362403596	-0.20220507046218042	2.8252865108650054e-5	-0.36655842437200314	0.004235625314211118	-0.22570536922588902	0.21257453626061634	0.14395028624504883	0.2169435138067663	0.11714978703498684	protein_coding
SHF	ENSG00000138606.19	0.819666935670682	0.3283166589106369	0.793765182015218	-0.09111659303763316	2.5606642923830813e-9	-1.1645765335299902	4.452254754833611e-12	-1.5879898438581375	1.5034360217574478e-9	-1.107507327132136	protein_coding
AC046143.3	ENSG00000229334.1	0.8197559240436306	-0.5561199239635903	0.7087437436314669	0.1899400119543522	0.7035757654357662	-0.13409621492543686	0.7894888153511578	-0.1147484420534578	0.4585349952480896	-0.22779097585027172	antisense
RRAGC	ENSG00000116954.7	0.8201553448380142	-0.16803871598241565	0.653141285182453	-0.07479523631546106	0.8647570172083193	0.021517182071077973	0.47644841230262225	-0.08100769587319143	0.7701545374390112	0.03519566011301195	protein_coding
RBM15B	ENSG00000259956.1	0.8209258389103293	-0.1647755869188931	0.966173975197305	-0.006724669664441307	0.9813807425948454	0.0025911919288711285	0.7269923011714815	-0.04476673695614083	0.5238995039239851	-0.06566879570329763	protein_coding
SYNC	ENSG00000162520.14	0.8209258389103293	-0.21255725977300072	0.2229429306834147	-0.1795139024638118	0.28537582273113604	0.11104712167743348	0.8919933627717013	0.021915461805020443	0.9906806718953551	0.002116874236838087	protein_coding
NSUN5	ENSG00000130305.16	0.821217575562973	0.3358185453613492	0.603657221356711	-0.1398590372807436	0.16713518661450005	0.19160033570143217	0.13687487353538438	0.20789944562603765	0.42313527960152353	-0.1241480187473487	protein_coding
CXorf36	ENSG00000147113.16	0.8215558438993402	-0.2971140487729741	0.578760234470448	0.20179306493985819	0.6263724098098428	0.1154823885553726	2.4697379826647278e-5	0.7757032180609482	0.009218443691010795	0.3825838626190145	protein_coding
ABHD16A	ENSG00000204427.11	0.8225864825514616	0.20877228158859434	0.7826587748633412	0.05596793581775744	2.4076099692479304e-4	0.3847588243112577	2.2121600289678158e-5	0.4015076172451972	4.052240113166024e-11	0.6416835507696683	protein_coding
RBM14	ENSG00000239306.4	0.8225864825514616	0.19446064121354137	0.05369202250433971	0.22003303230175364	1.997057047686481e-6	0.3588178695348039	0.18964456379664457	-0.15167746232543097	0.016088309016587587	-0.2085194606003103	protein_coding
PDE8A	ENSG00000073417.14	0.8225864825514616	0.1721033795961545	9.926562967367094e-17	0.8449429315790808	4.606483327854377e-109	1.4868945747322437	4.650655462516854e-35	0.9677491004341234	9.796657565628877e-40	1.0384475006866487	protein_coding
NIPSNAP3A	ENSG00000136783.9	0.8226141852175523	0.17405584794806975	0.2390578321994731	0.15981259645875948	0.04201111701036822	-0.1913068358427149	0.015197585390314685	-0.2545801212846155	0.15139326559362562	0.16538963843073615	protein_coding
UTP23	ENSG00000147679.11	0.8232052770200083	-0.2187134453917038	0.6612298333345964	0.08344164175692546	0.4111762014234032	0.10075628316999362	0.6373801549326774	-0.06723377726455874	0.9001684058108732	-0.01877528266286627	protein_coding
RAB3IL1	ENSG00000167994.11	0.8232052770200083	0.3428426168638954	0.5257598214002892	-0.21079271887338286	0.1285639468668336	-0.26969542928940393	0.3411555188467496	-0.20271719851989992	0.7098679760448126	-0.07022774199951522	protein_coding
GAB1	ENSG00000109458.8	0.8232052770200083	-0.26132382212181227	1.7449031717503892e-10	-0.7753601643730668	2.7318883264244587e-16	-0.7830656065412079	3.409761640512008e-13	-0.7520223850829438	3.733589616356404e-5	-0.3855050481405036	protein_coding
KIF15	ENSG00000163808.16	0.8232052770200083	-0.33797923676755937	0.2628422937534172	-0.25684030742310204	0.39725773098170347	-0.18581764325100603	0.03973002262781183	-0.4017681233760886	5.162608790645903e-4	-0.5860280035535878	protein_coding
C17orf62	ENSG00000178927.17	0.8232052770200083	0.18855517126748025	0.25109382333836244	-0.1817523650681957	0.523718376004545	-0.07042602100822516	0.7414583620685589	-0.04344719088511214	0.005399284962652413	-0.257924062287062	protein_coding
ITGA10	ENSG00000143127.12	0.8232052770200083	-0.2717900008420221	0.7752141386007582	-0.06155476412478669	0.01755128804221904	0.2714746295677766	5.997998633906785e-6	0.6184370940772723	0.5179470628310079	0.09852786395121373	protein_coding
GNG10	ENSG00000242616.3	0.8232052770200083	0.1682579421229042	0.5609752981261141	0.08386826369199069	0.0403003572982367	0.19874363975534348	0.055581431796757376	-0.20667902397107904	0.22437436009321218	-0.13570120125054835	protein_coding
ZEB1-AS1	ENSG00000237036.4	0.8232052770200083	0.6453732457418334	0.603038504157759	-0.3493619188499371	0.794539335824425	0.10555957853941103	0.7037461487899271	-0.15454344971072279	0.8912708814216506	0.05156330982734932	antisense
CIR1	ENSG00000138433.15	0.8232052770200083	-0.23396588426600753	0.27934701768989817	-0.1848280239726829	0.5569212986359144	-0.10701036624887994	0.09553179640521263	-0.22030609825297895	0.03820473482569129	-0.2148623515049438	protein_coding
PPID	ENSG00000171497.4	0.8232052770200083	-0.2084931326107125	0.4964933670582027	-0.10345277690946707	0.3288514416470417	-0.09229424150720865	0.00445738116610311	0.2583726231559683	1.134267230736939e-7	0.45872776253313796	protein_coding
MAK16	ENSG00000198042.10	0.8232052770200083	-0.17225354858173192	0.07843515605798042	0.17879044575732905	0.4204055988264151	0.07692916548783418	0.8590303011157935	-0.0249370490415774	0.05832646822578092	-0.19298644060723225	protein_coding
TRIM37	ENSG00000108395.13	0.8232052770200083	-0.16928423374358742	0.4158745137647047	-0.11139502425966356	0.15555222325237592	0.12559069172837073	0.48827808256300154	0.07740080071355343	2.7742387631691845e-4	0.29222161358226983	protein_coding
LRCH4	ENSG00000077454.15	0.8232052770200083	0.2021021678089277	0.04727391485003342	-0.2922099736534649	0.575771199716627	0.06181688960691178	7.371122720624431e-5	0.4126373803396034	0.012980463777484567	0.24555792449696248	protein_coding
MRAP	ENSG00000170262.12	0.8232052770200083	0.21486404553673696	9.683676219774729e-4	0.4449828192059917	7.98219553129689e-135	2.191296535675079	0	3.9329416717185315	0	4.825734762011321	protein_coding
NDUFC1	ENSG00000109390.11	0.8232052770200083	0.18982662231782488	0.6345176043780548	0.08132368075343793	1.7847009512288515e-8	-0.46612210900106815	0.018445124464013113	-0.2639412238177697	0.46077798662624886	0.10428911403789899	protein_coding
MPST	ENSG00000128309.16	0.8232052770200083	0.20049747127885287	0.913289981747327	-0.022434940490322908	0.018514657070444144	0.20846095385536023	0.022312371992292163	0.23955407383695437	5.954923346608055e-12	0.6293531341865919	protein_coding
BTAF1	ENSG00000095564.13	0.8232052770200083	0.20536961041212207	0.003016993899054235	0.30270094844768936	0.0016122903850135004	0.3152693387358046	0.5987940243743081	-0.07521107175553818	0.7132053493382137	-0.04616494789281818	protein_coding
NDUFA7	ENSG00000267855.5	0.8232052770200083	0.19593493127555608	0.572566101300471	0.09721187881450176	0.2719612787613932	-0.10201418005612545	0.44697701444579907	0.11429809309547402	0.0010995616663284694	0.3314292117556273	protein_coding
LRRFIP2	ENSG00000093167.17	0.8232052770200083	-0.16363284277856385	9.034972171527033e-4	-0.29892347195327096	1.387760079917269e-9	-0.39179104368947587	0.04899341017544268	-0.2030480625025735	0.9359844661138935	-0.010064533525261422	protein_coding
GTPBP10	ENSG00000105793.15	0.8232291846554611	-0.23806067684982218	0.3164357370545697	-0.18140714295083749	0.8158813337630523	0.033387342113208526	0.38899469108383705	-0.1267369152339703	0.34336146903760933	-0.12899255675932658	protein_coding
COL1A2	ENSG00000164692.17	0.8237314060360411	-0.22900555067446374	0.8563433911071738	-0.032875024603646226	0.35633581677322723	0.09247040637032274	0.175416116014698	0.15762802592056124	1.319507711776364e-4	-0.3445745751259725	protein_coding
TTBK2	ENSG00000128881.16	0.8239954373478282	-0.21849206109499658	8.719801411764535e-4	-0.4095833715832281	0.011003742487861921	-0.30486771904051135	0.08027470867242817	-0.23884850584166867	0.06571629483425558	-0.21693711901633334	protein_coding
HSPE1-MOB4	ENSG00000270757.1	0.8239954373478282	0.5858960900944222	1.6127218754406682e-5	1.3391337718050385	9.68566969022198e-18	2.0338289539805885	3.2838224144796765e-22	1.8904480032142985	4.238400993284811e-77	2.7186821094136513	protein_coding
ZSWIM1	ENSG00000168612.4	0.8239954373478282	-0.46512256114798534	0.1431307659391502	-0.36017452226672836	0.9139850613635143	-0.029393483236783605	0.212735440892597	0.2812678434179249	0.21201534362442612	0.24750731124226164	protein_coding
C10orf76	ENSG00000120029.12	0.8239954373478282	0.1769384955375906	0.1918137965005197	-0.18204681122994004	0.5750811841654624	0.061265060195763825	0.4787285906619373	0.08274178066433666	0.763840221593109	0.03901961989960839	protein_coding
ZNF384	ENSG00000126746.17	0.8239954373478282	-0.2068568123879623	0.014688305688586634	-0.2970468812564705	0.0047898766911790265	-0.22747196861167412	0.11905305258053032	-0.171206671571408	0.4326004154734499	-0.08675994820813646	protein_coding
DGAT2	ENSG00000062282.14	0.8239954373478282	-0.4360710480161374	0.308779668336164	0.3070855855764735	0.3595306995743913	0.20774596871326084	0.4931907906084405	0.20146203042501964	0.6474556720516178	-0.09534330401150681	protein_coding
GAK	ENSG00000178950.16	0.8239954373478282	0.17903089719604343	0.4778813738535734	0.09341064842541376	0.03683533609313241	0.14674092572727884	0.005672363638393619	0.26881875277762457	0.2041957534030117	0.11337306326354564	protein_coding
REV3L	ENSG00000009413.15	0.8239954373478282	-0.2444359862315621	0.008399670070220858	-0.3975670415445417	0.525132956655361	-0.0889211593379884	0.030443352515537907	0.23811033743199064	0.0539374873091999	0.22743014166433204	protein_coding
XIAP	ENSG00000101966.12	0.8239954373478282	-0.16307392124518336	0.037990102799812346	-0.256628475687444	0.16976335747204477	-0.12452646228511291	0.7194304753565913	-0.04856007792902652	0.08426136933822966	-0.16759311870042926	protein_coding
TRIM68	ENSG00000167333.12	0.8239954373478282	-0.4135560262357784	5.962627113200273e-5	-0.6930261281636835	0.0022538636528792243	-0.4323625832579366	0.7715101102514539	-0.06662046568933903	0.07221330777552239	0.2646159750060469	protein_coding
IKZF2	ENSG00000030419.16	0.8239954373478282	-0.37360802070644605	0.6876082659847353	0.14568369340299742	0.7153485669231198	-0.09757355492745282	0.3637796683286792	0.17169464001724424	0.0015805933101130669	0.46492896489264174	protein_coding
IGSF8	ENSG00000162729.13	0.8239954373478282	0.2863898951522251	0.9361582825579555	-0.019160095890735925	0.9417563212927805	0.010122998533913111	0.038028363523605425	0.3184493857355868	5.250327110450752e-55	1.4505672203777467	protein_coding
POGZ	ENSG00000143442.21	0.8239954373478282	-0.22387931525822624	0.011462177398497588	-0.2605291166460988	1.1443214530368906e-4	-0.34699382052552336	0.19586226156196312	-0.16717023257185562	0.20041280472276246	-0.1384743933499497	protein_coding
BIVM-ERCC5	ENSG00000270181.2	0.8239954373478282	-0.1768109334914191	0.004984612250062786	-0.4597811821322367	0.008381623925681729	-0.2559293695694671	0.3111958294254936	-0.12540618740302842	0.7933997491016482	-0.031242746262468396	protein_coding
GSTM4	ENSG00000168765.16	0.8239954373478282	0.24805146850890003	0.21751470623676283	-0.21347377606116882	1.6556945242645133e-7	-0.563455318623855	0.0032683333645378374	-0.3846423505573634	0.374407897462234	-0.1211732546860144	protein_coding
ADORA1	ENSG00000163485.16	0.8239954373478282	-0.766448973458409	0.21642107598886454	-0.8695423365424252	0.38385608857913406	-0.4059650385222093	0.7286199613619508	0.2469870742286698	0.29241252788426686	-0.47500582925804863	protein_coding
ZNF784	ENSG00000179922.5	0.8239954373478282	-0.37626147116785924	0.8813908490995935	0.06939553745379458	0.6935950449894199	0.13325284099540077	0.7695535773178028	0.10678615252137964	0.26103760328241754	0.24294679427434862	protein_coding
CACUL1	ENSG00000151893.14	0.8239954373478282	-0.1615886885355795	4.898381090882002e-4	-0.2863495397426833	0.09497674766058166	-0.11863365483070945	1.5957323780572438e-7	-0.4371755322376527	0.2034098111189552	-0.11453282310696608	protein_coding
ARL2BP	ENSG00000102931.7	0.8239954373478282	0.1625503937122449	0.46122903052316394	0.0833316122593517	6.675790209879333e-17	0.49112599118331235	8.566044283046077e-7	0.46293065488747853	2.8678968303366683e-6	0.35889763101122646	protein_coding
POLR2D	ENSG00000144231.10	0.8239954373478282	-0.20009194422295015	0.16283145590856882	0.1598970217362854	0.7082544293655989	0.04287817243571239	0.13479331983024934	0.14438137641890766	0.34245911297073134	0.09665684120706837	protein_coding
SUZ12	ENSG00000178691.10	0.82401807966084	-0.17685640255496585	0.052112838259238826	0.23053278317149095	0.00957728570043973	0.2151685601764995	0.9967904283696098	-5.908124660150571e-4	0.19426423490782568	0.1278263047868444	protein_coding
KAT14	ENSG00000149474.13	0.8242784743677039	-0.2588210046352815	3.993379915284521e-6	-0.6449730363558392	0.1335961879383397	0.16477661991188985	0.7991723855442058	0.042869860141814826	0.003810608347119202	0.2942818690832744	protein_coding
SLC35C2	ENSG00000080189.14	0.8243263941688392	0.17637106873159972	0.8737172179846217	0.026683476552839352	6.36258699480709e-18	0.6026416037965703	7.310374417737264e-8	0.43061286660678233	2.720833489199509e-4	0.2810932674610698	protein_coding
GABARAP	ENSG00000170296.9	0.8243568481428551	0.16622068996142497	0.05781669065695301	0.17490923087215857	2.506120796428452e-4	0.24437845057967286	0.15340917109426933	0.15799651083189112	0.9246154248210494	0.010690825464288713	protein_coding
HEATR6	ENSG00000068097.14	0.8246597668623674	-0.2458490193071929	1.1532152391568983e-4	-0.47440870848985656	0.12317936293604143	0.17181238302412838	0.012614565694921382	0.24687516701553192	0.013574856406727601	0.2286787240906246	protein_coding
TRPC6	ENSG00000137672.12	0.8246597668623674	-0.2665721465299127	0.4518081381610446	-0.1755149651667912	0.7702796848164296	0.06761392110405211	0.13121017553307665	-0.2721601237718386	0.9303056481393034	0.01655992824552934	protein_coding
H19	ENSG00000130600.17	0.824742270182686	0.2151251842788669	2.0373156179390295e-7	0.43372139511380925	1.6346959273827097e-72	1.3927160888041783	7.765524852401886e-175	2.851011489016852	7.356258214320776e-32	1.7685881772644292	processed_transcript
LIMD2	ENSG00000136490.8	0.8257895976543895	0.37073111858910784	0.9094937396895819	0.034864718617006754	0.1281040679717946	-0.24257276101529796	0.5683369146385224	0.11052450649481202	9.346607527733539e-5	-0.5363399049569342	protein_coding
STK38L	ENSG00000211455.7	0.8257895976543895	-0.22245906278925812	0.641868118543067	0.07345815507096487	7.082292955788391e-19	-0.5902261420580319	7.766984804721061e-12	-0.5820880064652173	8.099733599944026e-10	-0.481672797281771	protein_coding
RP11-111K18.1	ENSG00000256646.7	0.8257895976543895	-0.427042371194841	0.3119030326947554	-0.20037671375659494	0.4932083244015923	0.214676683509499	0.21875038144485207	-0.17906654175926273	0.8112214750758002	0.059439721187900085	protein_coding
RPL9	ENSG00000163682.15	0.8257895976543895	0.18279664246705635	0.03476292382535527	0.31410614886041505	3.9634939913807377e-4	0.30498277340030094	0.0901248740646687	0.2438852762936074	0.13957783503293456	-0.1867887506903456	protein_coding
TGFBRAP1	ENSG00000135966.12	0.8257895976543895	-0.18106289987960247	9.396657519042164e-4	-0.3610648397748301	3.657190086772771e-8	-0.3834496622537717	0.5814403496744437	-0.07595125973727307	0.5491030683516819	0.06929578571893355	protein_coding
GEMIN5	ENSG00000082516.8	0.8257895976543895	-0.1752892479431084	0.13762717525998713	0.1694419647373546	0.5316286686726308	0.06536601134157123	0.8201623249985985	0.033579258918369395	0.46053812478616496	0.0804108517169313	protein_coding
ULK1	ENSG00000177169.9	0.8257895976543895	0.2209734339784478	0.04360148346078923	0.28618810065235595	0.005936264343334124	0.21625984907204657	0.6779382978178515	-0.0625676695537408	0.8925511261199006	0.02294307578245079	protein_coding
TIGD7	ENSG00000140993.10	0.8260248560430058	-0.5443810098056215	0.3349486514305434	-0.48350908184370295	0.2425898737833894	-0.36096758126652484	0.06881461349314498	0.5273451728092936	0.8156302254507498	0.09045996092448588	protein_coding
RP4-798P15.3	ENSG00000254154.8	0.8260248560430058	-0.6725179055594849	0.9711093432985473	-0.031000050389862047	0.3492643956441351	-0.298547588622679	1.2938120675879265e-4	1.1350489481605874	0.5083827355101935	0.2870014235655731	processed_transcript
STOX1	ENSG00000165730.14	0.8263145762862748	-0.6203300986266722	0.9915804466805737	0.00792538445805324	0.21206911923594177	-0.4354517174989621	0.0693415936646332	-0.590108339440606	1.512758789328667e-6	-1.539802450563727	protein_coding
NEU1	ENSG00000204386.10	0.8264887968950386	0.2096946103018609	0.06287118211324154	0.19202167759773464	1.6572783337633544e-6	0.3416935428350996	2.691936150295843e-11	0.5975439085244838	1.4518177356492286e-110	1.5242734176182757	protein_coding
CMIP	ENSG00000153815.16	0.8272221363490202	0.2273815559581987	3.811195924175741e-18	0.8538409006554798	1.1179070122618122e-23	0.8084568135677677	7.974733728140528e-14	0.6969740015561832	6.084416371603889e-19	0.7765698745112464	protein_coding
TTC30B	ENSG00000196659.9	0.8272221363490202	-0.4448933077891089	0.0018633919876022854	-0.8051822027434731	0.6187362190550321	-0.1263836917262688	0.16013179577460648	-0.2888810855243746	0.5483983519558393	0.12526517507740279	protein_coding
SDK2	ENSG00000069188.16	0.8274564519039658	-0.44744327996637495	0.9986405051439184	-0.0013394742896747226	0.9162540590887052	-0.025708880199281473	0.17250727320432568	-0.4063451329430878	0.40971891665298515	-0.21546792043877971	protein_coding
ACAT1	ENSG00000075239.13	0.8284069582886625	0.16126603106635953	0.9703149705775589	0.006423305854801945	0.002818913956903976	-0.23070929236857118	2.4760151729461042e-8	-0.4717110851205826	0.01621517080898008	-0.22750759388405892	protein_coding
SMAD2	ENSG00000175387.15	0.8295830548330985	0.16327669873999867	1.020791343416791e-28	0.8062611477728507	3.834597798685202e-40	0.7469199301400019	0.022158673190878584	0.20896883941885486	1.7828820245643154e-10	0.468250964888069	protein_coding
COL5A3	ENSG00000080573.6	0.82990784210609	-0.20256521983492728	0.1206606732375725	-0.17128783344629278	0.33128427187685644	-0.0805779768013599	0.20252411862070416	0.2621351713882406	0.22743356209063592	-0.14407062565685597	protein_coding
SNHG6	ENSG00000245910.8	0.82990784210609	0.18808690190212657	0.38149302799316726	0.12779457636458993	0.4295127010679275	0.08264375895664758	0.4386149889037368	0.1084733634694279	0.45151352264738404	-0.09431557053272892	processed_transcript
CP	ENSG00000047457.13	0.82990784210609	0.7253546204243265	0.6475047252000594	0.29892032926749573	0.9812979001960535	0.012777244779231539	0.051937820127547656	0.8500964001913704	0.30664205865608385	0.4355055209381481	protein_coding
EBPL	ENSG00000123179.13	0.8303088778306432	0.17759281947906833	0.35005770172974826	0.15204255369270378	9.598581185268734e-5	-0.3639864049216523	1.6274655869909895e-8	-0.6872399154685848	1.635107721624487e-6	-0.5233321206773239	protein_coding
APCDD1L	ENSG00000198768.10	0.8328246760519643	-0.25639081762214355	0.03671651587407013	-0.28595458855852884	0.4119769081419492	-0.09182824267705084	2.0164478155199404e-7	-0.7362817429948695	6.5812737469750236e-15	-0.9103125564217984	protein_coding
AMPH	ENSG00000078053.16	0.8328246760519643	-0.3844623747357346	0.8628126899944989	0.07257999389218273	0.01122716252940554	0.5261004346151109	0.7266622788220537	0.08700817877234351	0.2570311615848464	0.28248194720754294	protein_coding
TSTD1	ENSG00000215845.10	0.8338784354314722	0.2462453132166565	0.6926122536862758	-0.10801819225397387	0.7126027499563359	-0.056548962171417	0.4971241909164986	-0.19082758734175245	3.5663567940060534e-10	-1.252030015908468	protein_coding
ZNF774	ENSG00000196391.10	0.8348252109448085	-0.91431968129861	0.029878149869847347	-0.8564067447300567	0.04439854521066336	-0.6047316702026955	0.05435813198412674	0.6717910771469342	0.6763492851970191	0.19730457239605348	protein_coding
RNF115	ENSG00000265491.4	0.8348252109448085	-0.18840408546861556	0.7216484298742352	-0.059141464722535425	0.5929576763956853	0.05710628401687483	0.7870152447642835	0.03985506518677221	0.24741150696924813	0.123087868703951	protein_coding
ZFP69	ENSG00000187815.9	0.8348252109448085	-0.5170727704223291	0.6287262495870151	0.18754411502490434	0.4180621327988164	-0.2526420916919637	0.7368104712636677	-0.11208329437302432	0.06710319207827141	-0.4246454138080294	protein_coding
TLCD2	ENSG00000185561.9	0.8348252109448085	0.4566449256685899	0.5656103648662691	-0.1466901645759571	3.6669209540060317e-4	0.690537468883547	4.731916261229988e-49	1.7817070057961215	4.712983148857476e-88	1.7760574074040139	protein_coding
ANKRD42	ENSG00000137494.13	0.8351815061035472	0.2727094583657604	0.8790903943815112	0.029490974673777235	0.614334439618235	0.0735432714394513	0.3082521763821142	0.1406230851145775	0.7837329684336068	0.03840789395601669	protein_coding
RP11-613M10.8	ENSG00000256966.6	0.8352337406096741	1.2121874833881516	NA	NA	0.04081712040152858	1.5865625613845187	0.8097369611483642	0.2273453153401934	0.7575760457996015	0.3789995693841873	protein_coding
SLC22A18	ENSG00000110628.13	0.8352337406096741	0.48531749892323806	0.821800935968646	0.0825978472102366	0.09152367189119136	0.330284308515373	0.6977422599572459	-0.08325943164502647	1.514537230222048e-4	0.4745488857187476	protein_coding
THAP8	ENSG00000161277.10	0.8352337406096741	-0.425694797930866	0.10627862013628027	-0.5624683689585095	0.9636830695849928	0.01334820633387241	0.002693688934569926	0.5426564283612149	0.3994628587551746	0.17253002314651686	protein_coding
ALDH3A2	ENSG00000072210.18	0.8352337406096741	0.2380237617527037	5.811697732312294e-26	0.7824539211250953	3.4303121623981743e-124	1.52457481949241	2.0406357680788266e-24	0.8634051182147663	8.677905089454766e-80	1.3144960921686843	protein_coding
RP11-631N16.2	ENSG00000257354.2	0.8355107740876646	-1.2153906389594509	0.498356658095573	-0.8366932792336235	NA	NA	0.6446337174032247	-0.7936805371637142	0.9029783101437309	-0.21782927801557034	lincRNA
SLC25A36	ENSG00000114120.11	0.83639497225424	-0.1878972206977115	0.7492028307470312	-0.05790477371267995	0.8659329817259013	0.017733726380047152	0.2282202672182641	-0.15763270336186996	0.2745803362480634	-0.1003042420685546	protein_coding
PKMYT1	ENSG00000127564.16	0.8369481350545659	0.3276417137939923	0.9256143698475762	-0.02924183157077122	0.9956579336184517	0.001560728554354048	9.258601426708435e-6	-0.5970475218789469	2.1888032385772955e-5	-0.6463673484302475	protein_coding
LINC01137	ENSG00000233621.1	0.8369481350545659	0.4434652662038271	0.002558436739981961	0.787556407175123	0.0024762289295868207	0.5963571128524633	1.751372483344799e-28	1.5857084892748545	4.732653622306175e-52	2.055432125693979	antisense
SEC14L2	ENSG00000100003.17	0.8369481350545659	-0.2119320740461393	0.625014243623346	0.08666628302598965	0.015403701914580202	0.2752137977605596	0.7329586903466102	0.05633519563944248	0.12192049862980027	-0.23572444867575718	protein_coding
ZNF84	ENSG00000198040.10	0.837665241937282	-0.2912069870939415	0.1395675243066279	-0.33919910765052336	0.3282255196560619	-0.13475638005521315	0.27357022496140665	-0.17151528269988106	0.7944835607190686	0.04546551677733796	protein_coding
SLC45A1	ENSG00000162426.14	0.837665241937282	0.3449336205861678	0.9661175318948941	-0.0270344773176366	0.05204088171092081	0.4973997619549921	0.03133769112905794	0.43048102511645525	0.02435007356647403	0.4329479624906396	protein_coding
AKR1C1	ENSG00000187134.13	0.8379098890672279	0.2379917992610053	0.7924071731170169	0.045414194370498276	6.36551864865584e-15	0.7165955649346252	3.496091107276413e-11	0.7744328498283943	8.849871554968529e-7	0.6638576269183193	protein_coding
CYP39A1	ENSG00000146233.7	0.8382287707600494	0.4794668742553273	0.24276328068824846	0.6223045905529792	0.08552532829913205	-0.8257012632586291	3.418992464473216e-5	-1.5607733017423708	0.9107947996507726	-0.05552066765756045	protein_coding
NME3	ENSG00000103024.7	0.8387551716606437	0.3985592615822337	0.9536601214244115	0.02183684197618099	0.12528503338581465	0.20127115208141722	0.0014060982902432252	0.4006285119931266	0.0541468806991688	0.2322840794015013	protein_coding
KANSL1L	ENSG00000144445.16	0.8387736842629021	-0.34323406772434883	0.3345812598042546	-0.31890314089634675	0.7509059754228017	-0.07499680795018576	0.4576273233196798	-0.15566957593134037	0.7067891223359024	0.07928167448978092	protein_coding
ISPD	ENSG00000214960.9	0.8395000472840674	0.40394295956080817	0.424068243444199	0.30691976002937293	0.4590600830254921	0.19886118320827942	0.7490487530122524	0.11397488360042032	0.6832798993428724	-0.1487819863656872	protein_coding
ZNF609	ENSG00000180357.9	0.8395000472840674	-0.2125670079706201	1.7858877627191102e-5	-0.41669622086532854	3.3560901775098405e-5	-0.30209423685271897	0.7529527404786811	-0.04334128912006205	0.08284097772433421	-0.17849811615820613	protein_coding
DDX50	ENSG00000107625.12	0.8398963191978224	-0.16603820998922542	0.039591309151425516	-0.21060449279145468	0.8027995560935944	0.02358881992028171	0.028448347598339075	-0.20489540242608872	0.30126414320332706	-0.10797108829645766	protein_coding
HMGA2	ENSG00000149948.13	0.8398963191978224	-0.2975052094406842	0.9527003116821451	0.01555961883334521	0.004799966687255797	-0.3615834806343579	9.089220137951153e-6	-0.679051554095337	2.612110886074562e-7	-0.7736535290953387	protein_coding
PMS2P1	ENSG00000078319.9	0.8398963191978224	-0.2897466650205287	0.916398711482308	0.03574914832239523	0.3427879354918221	-0.17773040984252272	0.7901270347056941	0.06243165913097854	0.3883314043553094	-0.17748843810859077	unprocessed_pseudogene
UBTD1	ENSG00000165886.4	0.8398963191978224	0.24600314933844533	0.8945419929021037	0.029879080672825565	0.5248961205445191	0.11038784463533721	0.8421025442000332	-0.031561702333856925	0.2061942014943138	-0.17626132984382978	protein_coding
RBPJ	ENSG00000168214.20	0.8398963191978224	-0.17267019739962458	0.9652308599020012	0.0072531353132891776	0.11797242686260449	0.11048037126051805	0.0026431636273948635	-0.2531444710309612	0.012298763001229283	-0.21590366488511642	protein_coding
SLC25A1	ENSG00000100075.9	0.8398963191978224	0.17511356962116176	0.21235905824497342	0.1515283019123279	3.4655691970819033e-6	0.31309062535094717	2.7663289786779076e-11	0.4874582834655634	5.3328863639710126e-24	0.8115940825798639	protein_coding
